line;match
Юр. адрес: 115201, г.Москва, 1-й Котляковский пер., д.3 пом.8, комн.1;Match(start=11, stop=55, fact=Addr(parts=[AddrPart(value='115201', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='1-й Котляковский', type='переулок'), AddrPart(value='3', type='дом')]))
630501, НСО, рп. Краснообск, 6-ой мкр., д. 4;Match(start=0, stop=44, fact=Addr(parts=[AddrPart(value='630501', type='индекс'), AddrPart(value='4', type='дом')]))
г.Пермь,Ул. Героев Хасана 46;Match(start=0, stop=25, fact=Addr(parts=[AddrPart(value='Пермь', type='город'), AddrPart(value='Героев Хасана', type='улица')]))
г. Москва, ул. Дорогобужская, д.14;Match(start=0, stop=34, fact=Addr(parts=[AddrPart(value='Москва', type='город'), AddrPart(value='Дорогобужская', type='улица'), AddrPart(value='14', type='дом')]))
"""620041, Россия г. Екатеринбург, ул. Основинская 6 / ул. Маяковского 25 """"а"""", 12""";Match(start=1, stop=68, fact=Addr(parts=[AddrPart(value='620041', type='индекс'), AddrPart(value='Россия', type='страна'), AddrPart(value='Екатеринбург', type='город'), AddrPart(value='Основинская', type='улица'), AddrPart(value='Маяковского', type='улица')]))
109012, г. Москва Новая площадь, 14;Match(start=0, stop=31, fact=Addr(parts=[AddrPart(value='109012', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='Новая', type='площадь')]))
улица Кирова, дом 5, цокольный этаж;Match(start=0, stop=19, fact=Addr(parts=[AddrPart(value='Кирова', type='улица'), AddrPart(value='5', type='дом')]))
"620137, г.Екатеринбург, ул. Бархотская, д.1 литер ""М""";Match(start=0, stop=43, fact=Addr(parts=[AddrPart(value='620137', type='индекс'), AddrPart(value='Екатеринбург', type='город'), AddrPart(value='Бархотская', type='улица'), AddrPart(value='1', type='дом')]))
Ул. Советская, дом 30, оф. 1203, индекс 350063.;Match(start=0, stop=46, fact=Addr(parts=[AddrPart(value='Советская', type='улица'), AddrPart(value='30', type='дом'), AddrPart(value='1203', type='офис'), AddrPart(value='350063', type='индекс')]))
адрес: 142500, Московская область, Павловский Посад, ул. Кирова, 77   Схема проезда;Match(start=7, stop=63, fact=Addr(parts=[AddrPart(value='142500', type='индекс'), AddrPart(value='Московская', type='область'), AddrPart(value='Кирова', type='улица')]))
ул. Салтыкова-Щедрина, д.125.;Match(start=0, stop=28, fact=Addr(parts=[AddrPart(value='Салтыкова-Щедрина', type='улица'), AddrPart(value='125', type='дом')]))
Москва, пер. Большой Строченовский, д. 7;Match(start=0, stop=40, fact=Addr(parts=[AddrPart(value='Москва', type=None), AddrPart(value='Большой Строченовский', type='переулок'), AddrPart(value='7', type='дом')]))
ул. А. Матросова, д. 1, к. 2/6, литера А, 7 этаж, 702;Match(start=0, stop=22, fact=Addr(parts=[AddrPart(value='А. Матросова', type='улица'), AddrPart(value='1', type='дом')]))
Москва Ленинградский проспект, дом 74, корп 2. м;Match(start=0, stop=45, fact=Addr(parts=[AddrPart(value='Москва Ленинградский', type='проспект'), AddrPart(value='74', type='дом'), AddrPart(value='2', type='корпус')]))
353900, РФ, Краснодарский край, г.Новороссийск, ул.Мира, 12;Match(start=0, stop=55, fact=Addr(parts=[AddrPart(value='353900', type='индекс'), AddrPart(value='РФ', type='страна'), AddrPart(value='Краснодарский', type='край'), AddrPart(value='Новороссийск', type='город'), AddrPart(value='Мира', type='улица')]))
Адрес: 603116, г. Нижний Новгород, ул.Тонкинская, дом 7А, офис 7.;Match(start=7, stop=64, fact=Addr(parts=[AddrPart(value='603116', type='индекс'), AddrPart(value='Нижний Новгород', type='город'), AddrPart(value='Тонкинская', type='улица'), AddrPart(value='7А', type='дом'), AddrPart(value='7', type='офис')]))
Адрес: г. Краснодар, ул. Архитектора Ишунина, 8;Match(start=7, stop=44, fact=Addr(parts=[AddrPart(value='Краснодар', type='город'), AddrPart(value='Архитектора Ишунина', type='улица')]))
г.Челябинск, ул.Российская, 21В;Match(start=0, stop=26, fact=Addr(parts=[AddrPart(value='Челябинск', type='город'), AddrPart(value='Российская', type='улица')]))
Адрес: 690091, г. Владивосток, ул. Набережная, 3;Match(start=7, stop=45, fact=Addr(parts=[AddrPart(value='690091', type='индекс'), AddrPart(value='Владивосток', type='город'), AddrPart(value='Набережная', type='улица')]))
г.Ульяновск, ул.Спасская д.6;Match(start=0, stop=28, fact=Addr(parts=[AddrPart(value='Ульяновск', type='город'), AddrPart(value='Спасская', type='улица'), AddrPart(value='6', type='дом')]))
450058, Россия, Республика Башкортостан, г. Уфа, Проспект Октября, дом 39, корпус 1, офис 6;Match(start=0, stop=91, fact=Addr(parts=[AddrPart(value='450058', type='индекс'), AddrPart(value='Россия', type='страна'), AddrPart(value='Башкортостан', type='республика'), AddrPart(value='Уфа', type='город'), AddrPart(value='Октября', type='проспект'), AddrPart(value='39', type='дом'), AddrPart(value='1', type='корпус'), AddrPart(value='6', type='офис')]))
г. Екатеринбург, ул. Прибалтийская, 20;Match(start=0, stop=34, fact=Addr(parts=[AddrPart(value='Екатеринбург', type='город'), AddrPart(value='Прибалтийская', type='улица')]))
с.Верхние Татышлы, ул. Ленина, 39Б;Match(start=0, stop=29, fact=Addr(parts=[AddrPart(value='Верхние Татышлы', type='село'), AddrPart(value='Ленина', type='улица')]))
г. Москва, ул. Нижняя Красносельская, дом 40/12, корпус 6, этаж 1, офис 100, 8-905-782-7743;Match(start=0, stop=75, fact=Addr(parts=[AddrPart(value='Москва', type='город'), AddrPart(value='Нижняя Красносельская', type='улица'), AddrPart(value='40/12', type='дом'), AddrPart(value='6', type='корпус'), AddrPart(value='100', type='офис')]))
Москва, метро «Шаболовская», «Тульская», Лестева ул., д.12, эт.5, оф.503 вход в здание с ул. Хавская;Match(start=0, stop=100, fact=Addr(parts=[AddrPart(value='Москва', type=None), AddrPart(value='Лестева', type='улица'), AddrPart(value='12', type='дом'), AddrPart(value='503', type='офис'), AddrPart(value='Хавская', type='улица')]))
Россия, Респ. Татарстан, г. Набережные Челны, Мензелинский тракт, 152;Match(start=0, stop=44, fact=Addr(parts=[AddrPart(value='Россия', type='страна'), AddrPart(value='Татарстан', type='республика'), AddrPart(value='Набережные Челны', type='город')]))
Адрес:  105318, г. Москва, улица Ибрагимова, дом 31, офис 50, ПАО «Новоорская керамика»;Match(start=8, stop=60, fact=Addr(parts=[AddrPart(value='105318', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='Ибрагимова', type='улица'), AddrPart(value='31', type='дом'), AddrPart(value='50', type='офис')]))
Россия, 127422, г. Москва, Тимирязевская ул., д. 36;Match(start=0, stop=51, fact=Addr(parts=[AddrPart(value='Россия', type='страна'), AddrPart(value='127422', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='Тимирязевская', type='улица'), AddrPart(value='36', type='дом')]))
г. Тольятти, ул. Спортивная 16;Match(start=0, stop=27, fact=Addr(parts=[AddrPart(value='Тольятти', type='город'), AddrPart(value='Спортивная', type='улица')]))
ул. Музейная, д. 9;Match(start=0, stop=18, fact=Addr(parts=[AddrPart(value='Музейная', type='улица'), AddrPart(value='9', type='дом')]))
г. Вологда, ул. Чехова, д. 25, оф. 403;Match(start=0, stop=38, fact=Addr(parts=[AddrPart(value='Вологда', type='город'), AddrPart(value='Чехова', type='улица'), AddrPart(value='25', type='дом'), AddrPart(value='403', type='офис')]))
Адрес: г. Белгород, пр-т Б. Хмельницкого, 213;Match(start=7, stop=40, fact=Addr(parts=[AddrPart(value='Белгород', type='город'), AddrPart(value='Б. Хмельницкого', type='проспект')]))
"""Жилая площадь 13 кв.м";Match(start=1, stop=14, fact=Addr(parts=[AddrPart(value='Жилая', type='площадь')]))
Моховая, 8, стр. 1 (м. Библиотека имени Ленина);Match(start=12, stop=18, fact=Addr(parts=[AddrPart(value='1', type='строение')]))
Фактический: г. Ярославль, ул. 1905 года, дом 15;Match(start=13, stop=48, fact=Addr(parts=[AddrPart(value='Ярославль', type='город'), AddrPart(value='1905 года', type='улица'), AddrPart(value='15', type='дом')]))
Фактический адрес | 140180 Московская область, г.Жуковский, ул. Энергетическая, д.17;Match(start=20, stop=84, fact=Addr(parts=[AddrPart(value='140180', type='индекс'), AddrPart(value='Московская', type='область'), AddrPart(value='Жуковский', type='город'), AddrPart(value='Энергетическая', type='улица'), AddrPart(value='17', type='дом')]))
Россия, г. Щелково, ул. Браварская, дом 100,;Match(start=0, stop=43, fact=Addr(parts=[AddrPart(value='Россия', type='страна'), AddrPart(value='Щелково', type='город'), AddrPart(value='Браварская', type='улица'), AddrPart(value='100', type='дом')]))
\- ул. Дыбенко, дом 27, кор. 1;Match(start=3, stop=30, fact=Addr(parts=[AddrPart(value='Дыбенко', type='улица'), AddrPart(value='27', type='дом'), AddrPart(value='1', type='корпус')]))
Вологда, Пошехонское шоссе, дом 18, корпус D;Match(start=0, stop=34, fact=Addr(parts=[AddrPart(value='Вологда', type=None), AddrPart(value='Пошехонское', type='шоссе'), AddrPart(value='18', type='дом')]))
"г.Ярославль ул. Свободы 34 """"В";Match(start=0, stop=23, fact=Addr(parts=[AddrPart(value='Ярославль', type='город'), AddrPart(value='Свободы', type='улица')]))
28 | ГАУ СО ЦСЗН Самойловского района | 8(84548)2-16-66/2-18-43 | Россия, Саратовская обл, Самойловский р-н, рп Самойловка, пл Красная, д.12;Match(start=17, stop=140, fact=Addr(parts=[AddrPart(value='Самойловского', type='район'), AddrPart(value='Россия', type='страна'), AddrPart(value='Саратовская', type='область'), AddrPart(value='Самойловский', type='район'), AddrPart(value='Красная', type='площадь'), AddrPart(value='12', type='дом')]))
ул. Энергетиков, д.20;Match(start=0, stop=21, fact=Addr(parts=[AddrPart(value='Энергетиков', type='улица'), AddrPart(value='20', type='дом')]))
КАЗАНЬ  |  420054, ул. Тихорецкая, д. 19;Match(start=0, stop=40, fact=Addr(parts=[AddrPart(value='КАЗАНЬ', type=None), AddrPart(value='420054', type='индекс'), AddrPart(value='Тихорецкая', type='улица'), AddrPart(value='19', type='дом')]))
127006, Россия, г. Москва, Воротниковский переулок дом 10 строение 3;Match(start=0, stop=68, fact=Addr(parts=[AddrPart(value='127006', type='индекс'), AddrPart(value='Россия', type='страна'), AddrPart(value='Москва', type='город'), AddrPart(value='10', type='дом'), AddrPart(value='3', type='строение')]))
Москва, ул.Красная Сосна, д.24 стр.2;Match(start=0, stop=36, fact=Addr(parts=[AddrPart(value='Москва', type=None), AddrPart(value='Красная Сосна', type='улица'), AddrPart(value='24', type='дом'), AddrPart(value='2', type='строение')]))
Хабаровск, ул. Пушкина, 18, оф. 2;Match(start=0, stop=33, fact=Addr(parts=[AddrPart(value='Хабаровск', type=None), AddrPart(value='Пушкина', type='улица'), AddrPart(value='2', type='офис')]))
г. Мурманск, ул. Полярные зори, 51/33 (кинотеатр «Мурманск») | Пн-Вс 11:00-00:00;Match(start=0, stop=58, fact=Addr(parts=[AddrPart(value='Мурманск', type='город'), AddrPart(value='Полярные зори', type='улица'), AddrPart(value='Мурманск', type=None)]))
ул. Родионова,  д. 193, корпус 3, офис 4;Match(start=0, stop=40, fact=Addr(parts=[AddrPart(value='Родионова', type='улица'), AddrPart(value='193', type='дом'), AddrPart(value='3', type='корпус'), AddrPart(value='4', type='офис')]))
301321, Тульская область, г. Венев, ул. Станционная, д. 21-а, стр.1;Match(start=0, stop=67, fact=Addr(parts=[AddrPart(value='301321', type='индекс'), AddrPart(value='Тульская', type='область'), AddrPart(value='Станционная', type='улица'), AddrPart(value='21-а', type='дом'), AddrPart(value='1', type='строение')]))
1301| Екатеринбург г., ул. Амундсена, 11| 26 м| Сталь 3 м;Match(start=6, stop=36, fact=Addr(parts=[AddrPart(value='Екатеринбург', type=None), AddrPart(value='Амундсена', type='улица')]))
192019, г. Санкт-Петербург, Профессора Качалова ул., д. 3;Match(start=0, stop=57, fact=Addr(parts=[AddrPart(value='192019', type='индекс'), AddrPart(value='Санкт-Петербург', type='город'), AddrPart(value='Профессора Качалова', type='улица'), AddrPart(value='3', type='дом')]))
344111, г. Ростов-на-Дону, проспект 40 - летия Победы,75;Match(start=0, stop=53, fact=Addr(parts=[AddrPart(value='344111', type='индекс'), AddrPart(value='Ростов-на-Дону', type='город'), AddrPart(value='40 - летия Победы', type='проспект')]))
ул.Чистопольская 10/8 г.Казань;Match(start=0, stop=30, fact=Addr(parts=[AddrPart(value='Чистопольская', type='улица'), AddrPart(value='Казань', type='город')]))
129085, г. Москва, ул. Годовикова, дом 9, стр. 3;Match(start=0, stop=48, fact=Addr(parts=[AddrPart(value='129085', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='Годовикова', type='улица'), AddrPart(value='9', type='дом'), AddrPart(value='3', type='строение')]))
Б.Овчинниковский пер., д.17/1, стр. 3;Match(start=0, stop=37, fact=Addr(parts=[AddrPart(value='Б.Овчинниковский', type='переулок'), AddrPart(value='17/1', type='дом'), AddrPart(value='3', type='строение')]))
Ставрополь, ул.Серова, д.21/1;Match(start=0, stop=29, fact=Addr(parts=[AddrPart(value='Ставрополь', type=None), AddrPart(value='Серова', type='улица'), AddrPart(value='21/1', type='дом')]))
Адрес: | Россия, Московская область, г.Балашиха-3, ул.Белякова, д.2;Match(start=9, stop=67, fact=Addr(parts=[AddrPart(value='Россия', type='страна'), AddrPart(value='Московская', type='область'), AddrPart(value='Балашиха-3', type='город'), AddrPart(value='Белякова', type='улица'), AddrPart(value='2', type='дом')]))
"Проектная компания ООО ""Артифекс"" +7 (8352) 48 80 72 // proekt@artifex21.ru г. Чебоксары, Гаражный проезд, дом 4";Match(start=76, stop=112, fact=Addr(parts=[AddrPart(value='Чебоксары', type='город'), AddrPart(value='Гаражный', type='проезд'), AddrPart(value='4', type='дом')]))
г. Екатеринбург, ул. Нагорная, 11;Match(start=0, stop=29, fact=Addr(parts=[AddrPart(value='Екатеринбург', type='город'), AddrPart(value='Нагорная', type='улица')]))
Адрес |  | 127410, г. Москва, Алтуфьевское шоссе, 41 А, стр. 1, офис 42;Match(start=11, stop=71, fact=Addr(parts=[AddrPart(value='127410', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='Алтуфьевское', type='шоссе'), AddrPart(value='1', type='строение'), AddrPart(value='42', type='офис')]))
443001 Самара, ул. Пушкина (бывшая Братьев Коростелевых) дом 268.;Match(start=0, stop=64, fact=Addr(parts=[AddrPart(value='443001', type='индекс'), AddrPart(value='Самара', type=None), AddrPart(value='Пушкина', type='улица'), AddrPart(value='268', type='дом')]))
344022, г.Ростов-на-Дону, ул. Нижнебульварная, 29;Match(start=0, stop=45, fact=Addr(parts=[AddrPart(value='344022', type='индекс'), AddrPart(value='Ростов-на-Дону', type='город'), AddrPart(value='Нижнебульварная', type='улица')]))
МО, г. Мытищи, ул. 2-я Институтская, сооружение 24Б. Просим обязательно связаться с отделом продаж по телефону 8-495-505-59-39;Match(start=4, stop=35, fact=Addr(parts=[AddrPart(value='Мытищи', type='город'), AddrPart(value='2-я Институтская', type='улица')]))
Адрес: 156000 г.Кострома, ул.Комсомольская, д.31А,;Match(start=7, stop=49, fact=Addr(parts=[AddrPart(value='156000', type='индекс'), AddrPart(value='Кострома', type='город'), AddrPart(value='Комсомольская', type='улица'), AddrPart(value='31А', type='дом')]))
Россия, Москва, ул. Осенняя, дом 23, оф. 1;Match(start=0, stop=42, fact=Addr(parts=[AddrPart(value='Россия', type='страна'), AddrPart(value='Москва', type=None), AddrPart(value='Осенняя', type='улица'), AddrPart(value='23', type='дом'), AddrPart(value='1', type='офис')]))
142100, Московская область, г. Подольск, ул. Веллинга, д. 3;Match(start=0, stop=59, fact=Addr(parts=[AddrPart(value='142100', type='индекс'), AddrPart(value='Московская', type='область'), AddrPart(value='Подольск', type='город'), AddrPart(value='Веллинга', type='улица'), AddrPart(value='3', type='дом')]))
400001 г. Волгоград, ул. Козловская д. 3 ком. 16;Match(start=0, stop=40, fact=Addr(parts=[AddrPart(value='400001', type='индекс'), AddrPart(value='Волгоград', type='город'), AddrPart(value='Козловская', type='улица'), AddrPart(value='3', type='дом')]))
г. Брянск, ул. Фокина, 27/43;Match(start=0, stop=21, fact=Addr(parts=[AddrPart(value='Брянск', type='город'), AddrPart(value='Фокина', type='улица')]))
наб. Мартынова, д. 38, лит. А;Match(start=0, stop=21, fact=Addr(parts=[AddrPart(value='Мартынова', type='набережная'), AddrPart(value='38', type='дом')]))
Адрес: Санкт-Петербург, ул. Кубинская, д. 78. 2 этаж, офис 2-14;Match(start=7, stop=63, fact=Addr(parts=[AddrPart(value='Санкт-Петербург', type=None), AddrPart(value='Кубинская', type='улица'), AddrPart(value='78', type='дом'), AddrPart(value='2-14', type='офис')]))
улица машиностроительная, дом 13 офис 6;Match(start=26, stop=39, fact=Addr(parts=[AddrPart(value='13', type='дом'), AddrPart(value='6', type='офис')]))
Россия, Республика Башкортостан, г.Уфа, ул. Менделеева, 136/5а;Match(start=0, stop=54, fact=Addr(parts=[AddrPart(value='Россия', type='страна'), AddrPart(value='Башкортостан', type='республика'), AddrPart(value='Уфа', type='город'), AddrPart(value='Менделеева', type='улица')]))
355042, г. Ставрополь, ул. Доваторцев, 66г;Match(start=0, stop=37, fact=Addr(parts=[AddrPart(value='355042', type='индекс'), AddrPart(value='Ставрополь', type='город'), AddrPart(value='Доваторцев', type='улица')]))
пр. Димитрова, д. 4а;Match(start=0, stop=20, fact=Addr(parts=[AddrPart(value='Димитрова', type='проезд'), AddrPart(value='4а', type='дом')]))
141982 г.Дубна Московской обл., ул.Университетская, 19;Match(start=0, stop=50, fact=Addr(parts=[AddrPart(value='141982', type='индекс'), AddrPart(value='Дубна', type='город'), AddrPart(value='Московской', type='область'), AddrPart(value='Университетская', type='улица')]))
г. Туапсе, ул. Свободы, 3 | 8 (86167) 2-18-51, 2-10-54 | ok.adm.tr;Match(start=0, stop=22, fact=Addr(parts=[AddrPart(value='Туапсе', type='город'), AddrPart(value='Свободы', type='улица')]))
"188300, Ленинградская обл., г.Гатчина, ул.Чехова, д.25 А, оф.331""";Match(start=0, stop=64, fact=Addr(parts=[AddrPart(value='188300', type='индекс'), AddrPart(value='Ленинградская', type='область'), AddrPart(value='Гатчина', type='город'), AddrPart(value='Чехова', type='улица'), AddrPart(value='25 А', type='дом'), AddrPart(value='331', type='офис')]))
Российская Федерация, Московская область, 143400, Красногорский район, поселок Путилково, дом 11;Match(start=22, stop=96, fact=Addr(parts=[AddrPart(value='Московская', type='область'), AddrPart(value='143400', type='индекс'), AddrPart(value='Красногорский', type='район'), AddrPart(value='Путилково', type='посёлок'), AddrPart(value='11', type='дом')]))
Юридический адрес: 109341, г. Москва, ул. Братиславская, д. 6, оф 171;Match(start=19, stop=69, fact=Addr(parts=[AddrPart(value='109341', type='индекс'), AddrPart(value='Москва', type='город'), AddrPart(value='Братиславская', type='улица'), AddrPart(value='6', type='дом'), AddrPart(value='171', type='офис')]))
г. Уфа,  ул. Индустриальное шоссе 44/1;Match(start=0, stop=33, fact=Addr(parts=[AddrPart(value='Уфа', type='город'), AddrPart(value='Индустриальное шоссе', type='улица')]))
4 офис - г. Балтийск, ул. Ленина 65 Б т.  +7 (4012) 70-99-10;Match(start=9, stop=32, fact=Addr(parts=[AddrPart(value='Балтийск', type='город'), AddrPart(value='Ленина', type='улица')]))
